,state,name,FIPS,pop2010,age_under_5,age_under_18,age_over_65,female,white,two_plus_races,hispanic,white_not_hispanic,no_move_in_one_plus_year,foreign_born,foreign_spoken_at_home,hs_grad,bachelors,veterans,mean_work_travel,housing_units,home_ownership,housing_multi_unit,median_val_owner_occupied,households,persons_per_household,per_capita_income,median_household_income,poverty,private_nonfarm_establishments,private_nonfarm_employment,building_permits,area,density,total_person
101,Arizona,Greenlee County,4011,8437,7.8,29.2,12.0,47.9,77.2,3.8,47.9,48.1,82.8,4.4,23.6,89.8,13.4,829,14.8,4372,46.9,6.1,65800.0,3327,2.5,21281,48696,13.5,79,545,4,1843.13,4.6,8317.5
102,Arizona,La Paz County,4012,20489,5.0,18.0,32.6,48.5,69.8,3.7,23.5,62.7,84.5,12.2,17.7,76.9,9.0,3321,14.6,16049,75.4,3.6,100000.0,10158,1.98,21165,32147,20.3,357,3438,16,4499.63,4.6,20112.84
103,Arizona,Maricopa County,4013,3817117,7.4,26.4,12.1,50.5,73.0,3.5,29.6,58.7,79.4,15.9,26.5,85.6,29.0,282952,25.7,1639279,66.3,25.1,238600.0,1382002,2.68,27816,55054,13.9,85789,1451978,6703,9200.14,414.9,3703765.3600000003
104,Arizona,Mohave County,4015,200186,5.5,20.6,23.3,50.0,86.9,2.7,14.8,79.6,79.3,6.4,10.7,83.0,12.0,27645,19.4,110911,71.5,9.8,170600.0,80361,2.44,21523,39785,16.1,3869,42107,262,13311.08,15.0,196080.84
105,Arizona,Navajo County,4017,107449,8.1,29.8,13.3,50.0,49.3,2.5,10.8,43.9,85.7,2.6,36.6,80.5,14.4,7964,21.8,56938,72.5,7.0,134300.0,35366,2.97,16745,39774,24.4,1844,18493,140,9950.42,10.8,105037.02
106,Arizona,Pima County,4019,980263,6.4,23.0,15.4,50.9,74.3,3.7,34.6,55.3,78.8,13.2,28.2,86.8,29.6,96814,23.9,440909,64.6,22.9,198300.0,381880,2.46,25093,45521,16.4,20547,309243,1938,9187.04,106.7,939424.7999999999
107,Arizona,Pinal County,4021,375770,8.0,26.5,13.9,47.5,72.4,3.8,28.5,58.7,77.7,10.5,23.3,83.7,17.9,32337,32.4,159222,77.7,6.3,164000.0,118826,2.56,21716,51310,13.5,3225,45025,1597,5365.61,70.0,304194.56
108,Arizona,Santa Cruz County,4023,47420,7.8,30.7,13.1,52.4,73.5,2.0,82.8,16.0,91.1,33.5,81.1,70.9,17.3,2019,19.0,18010,71.0,17.6,148200.0,12078,3.79,16209,36519,25.2,1153,10773,53,1236.92,38.3,45775.62
109,Arizona,Yavapai County,4025,211033,5.0,19.1,24.1,51.0,89.3,2.5,13.6,82.0,81.8,7.2,11.2,89.4,23.7,29228,21.7,110432,72.5,11.0,231000.0,89109,2.3,25527,43290,13.7,5875,53702,339,8123.5,26.0,204950.69999999998
110,Arizona,Yuma County,4027,195751,7.7,28.2,15.7,49.9,70.4,3.8,59.7,35.3,81.7,25.6,50.2,71.6,13.3,17246,19.1,87850,69.6,12.5,142400.0,69563,2.65,18418,40340,20.9,3029,42617,455,5513.99,35.5,184341.94999999998
111,Arkansas,Arkansas County,5001,19019,6.0,23.3,16.4,51.5,71.8,1.3,2.7,71.0,81.0,1.6,3.0,79.4,14.3,1599,14.7,9436,64.4,10.9,78900.0,8202,2.28,22142,37230,18.9,544,8293,17,988.77,19.2,18700.559999999998
112,Arkansas,Ashley County,5003,21853,6.5,24.4,16.2,51.5,69.3,1.1,4.9,68.2,85.3,2.0,4.0,81.1,13.7,1584,18.6,10137,72.4,8.5,62100.0,8901,2.46,18779,34934,18.5,455,6810,0,925.35,23.6,21896.46
113,Arkansas,Baxter County,5005,41513,4.9,18.1,28.1,51.8,96.9,1.5,1.7,96.0,81.8,1.9,2.7,83.7,14.5,6248,17.1,22580,76.6,10.1,118400.0,18744,2.17,21513,35606,15.5,1121,11156,17,554.28,74.9,40674.479999999996
114,Arkansas,Benton County,5007,221339,8.1,27.9,12.2,50.7,82.6,2.7,15.5,76.6,80.9,9.5,14.8,84.2,25.9,16837,20.8,93084,70.1,15.6,155000.0,78947,2.63,25186,50434,11.7,5325,92837,769,847.36,261.2,207630.61
115,Arkansas,Boone County,5009,36903,6.1,23.3,18.1,51.0,96.5,1.8,1.8,95.2,83.3,1.0,2.3,83.8,14.5,3417,19.7,16827,72.7,12.1,105700.0,14317,2.53,20507,36977,16.0,870,12094,71,590.23,62.5,36222.009999999995
116,Arkansas,Bradley County,5011,11508,6.7,23.3,17.7,51.5,60.3,1.3,13.2,58.0,85.0,6.8,11.2,69.4,12.7,729,17.2,5860,70.2,8.0,64800.0,4877,2.24,18845,29908,30.4,267,2670,1,649.23,17.7,10924.480000000001
117,Arkansas,Calhoun County,5013,5368,4.9,20.5,17.2,49.3,74.5,1.4,2.8,73.4,90.7,1.4,3.9,77.8,6.6,512,26.1,2897,82.1,2.4,51700.0,2123,2.6,16457,32450,11.9,77,553,1,628.58,8.5,5519.8
118,Arkansas,Carroll County,5015,27446,5.9,22.5,18.7,50.7,89.6,2.3,12.7,84.0,83.8,7.3,11.4,79.0,17.4,2653,19.1,13559,69.5,11.6,119500.0,11437,2.28,19743,34235,17.2,733,8061,10,630.09,43.6,26076.359999999997
119,Arkansas,Chicot County,5017,11800,6.9,23.1,18.2,50.9,41.2,0.8,4.6,40.3,87.3,2.3,4.3,69.3,12.6,934,21.0,5421,69.6,10.0,50700.0,4705,2.4,14668,21676,34.1,232,2360,5,644.3,18.3,11292.0
120,Arkansas,Clark County,5019,22995,5.4,19.5,14.8,52.3,71.8,1.5,4.0,70.4,78.9,2.2,4.2,83.1,21.7,1828,21.0,10385,67.6,15.9,78900.0,8348,2.31,17186,31968,23.8,525,7592,13,866.07,26.6,19283.88
121,Arkansas,Clay County,5021,16083,5.6,22.3,20.0,51.1,97.5,1.3,1.3,96.9,87.1,0.4,1.2,73.1,8.8,1372,22.6,8031,74.0,8.1,59800.0,6787,2.4,18892,29066,18.7,298,3146,12,639.47,25.2,16288.8
122,Arkansas,Cleburne County,5023,25970,5.3,19.9,23.6,50.8,96.8,1.4,2.0,95.9,82.6,1.4,2.2,79.1,13.8,3483,23.9,15826,77.9,5.7,110000.0,10755,2.31,20371,35753,17.4,633,5955,16,553.69,46.9,24844.05
123,Arkansas,Cleveland County,5025,8689,6.8,24.8,16.3,50.7,85.8,0.7,1.7,85.1,92.9,0.3,0.8,85.9,14.0,535,26.2,4064,78.0,3.1,66900.0,3309,2.65,19481,36957,15.1,88,430,0,597.78,14.5,8768.85
124,Arkansas,Columbia County,5027,24552,6.0,22.8,16.0,52.3,59.9,1.0,2.2,59.2,83.9,2.3,3.2,83.7,20.8,1710,17.9,11596,69.8,11.4,76700.0,9895,2.35,20110,35148,22.9,582,7448,8,766.05,32.1,23253.25
125,Arkansas,Conway County,5029,21273,6.6,24.2,16.9,50.5,84.2,2.0,3.6,82.4,87.3,1.9,2.7,82.7,13.8,2149,23.8,9720,75.8,6.3,82100.0,8235,2.55,19909,32700,17.0,416,5345,8,552.25,38.5,20999.25
126,Arkansas,Craighead County,5031,96443,7.3,25.0,12.2,51.2,81.2,1.8,4.4,79.6,77.0,3.2,4.7,83.3,23.1,6670,17.8,40515,61.2,20.0,107300.0,35864,2.52,21728,39233,19.4,2417,36484,590,707.21,136.4,90377.28
127,Arkansas,Crawford County,5033,61948,6.9,26.4,13.3,50.7,89.1,2.9,6.1,86.8,82.5,3.8,5.9,77.4,13.0,5557,21.1,26115,73.0,10.8,98800.0,22882,2.65,18715,40197,18.3,1071,20842,104,593.09,104.4,60637.299999999996
128,Arkansas,Crittenden County,5035,50902,8.0,29.1,10.8,52.5,46.1,1.1,2.0,45.2,76.5,1.0,2.4,76.3,14.2,3376,21.1,21489,58.2,23.1,101100.0,18717,2.67,18241,33716,27.4,880,13652,42,609.76,83.5,49974.39
129,Arkansas,Cross County,5037,17870,6.3,25.1,15.4,51.8,75.5,1.0,1.5,74.7,86.1,0.2,1.0,76.1,12.6,1293,23.1,7853,70.7,11.3,75800.0,6638,2.69,18248,37021,16.7,387,4209,8,616.38,29.0,17856.22
130,Arkansas,Dallas County,5039,8116,5.8,23.6,18.2,51.0,55.2,1.3,2.3,54.1,84.5,0.2,1.6,80.3,12.4,440,19.6,4305,70.5,7.9,59200.0,3160,2.39,16457,29602,17.7,213,2980,5,667.39,12.2,7552.400000000001
131,Arkansas,Desha County,5041,13008,7.6,26.0,15.1,53.1,47.9,0.9,4.4,46.8,83.7,1.9,3.1,72.5,13.6,753,21.4,6261,59.1,17.2,55500.0,5302,2.52,17582,29051,27.6,338,3565,2,768.15,16.9,13361.04
132,Arkansas,Drew County,5043,18509,6.3,23.6,14.8,51.5,68.8,1.2,2.5,68.0,83.8,1.7,3.7,80.6,19.4,1466,22.2,8408,67.5,7.7,73100.0,7383,2.39,18903,32558,23.6,409,4482,86,828.36,22.3,17645.370000000003
133,Arkansas,Faulkner County,5045,113237,7.0,24.5,10.0,50.9,84.3,2.0,3.9,82.4,77.5,3.6,4.7,87.4,26.4,7962,24.8,46612,66.4,17.3,127500.0,40928,2.53,22811,45287,15.3,2309,32292,1070,647.88,174.8,103547.84
134,Arkansas,Franklin County,5047,18125,6.6,24.4,16.6,50.5,95.0,1.7,2.0,93.8,88.4,1.0,2.8,82.6,11.6,1686,24.6,8021,78.8,4.7,81400.0,6741,2.69,18010,32064,17.8,279,3202,8,608.86,29.8,18133.29
135,Arkansas,Fulton County,5049,12245,5.6,21.2,22.4,51.0,96.8,1.7,0.8,96.4,90.3,0.4,0.6,79.4,9.7,1342,24.0,6778,79.6,3.4,78200.0,4823,2.47,17067,30598,20.3,179,1405,0,618.19,19.8,11912.810000000001
136,Arkansas,Garland County,5051,96024,5.6,20.9,20.9,51.5,86.4,2.3,4.8,84.0,82.1,4.3,6.7,85.0,20.2,11237,22.3,50548,70.1,16.7,126900.0,40146,2.33,22786,36844,17.7,2738,31558,38,677.78,141.7,93540.18000000001
137,Arkansas,Grant County,5053,17853,6.1,24.2,14.5,50.3,94.9,1.1,2.2,94.1,84.7,1.3,2.2,84.8,14.7,1777,28.6,7758,80.3,2.4,96600.0,6761,2.58,22229,51589,8.8,273,2959,39,631.81,28.3,17443.38
138,Arkansas,Greene County,5055,42090,6.8,25.2,14.3,51.0,96.4,1.3,2.1,95.4,83.3,1.0,2.1,80.9,12.0,3556,19.6,17892,65.7,13.5,88900.0,16154,2.52,18225,38209,16.4,789,12565,168,577.7,72.9,40708.08
139,Arkansas,Hempstead County,5057,22609,7.8,26.0,15.0,51.8,59.4,1.9,12.0,56.5,83.9,5.7,10.7,80.7,14.7,1542,19.8,10419,68.4,10.2,68100.0,8715,2.49,17177,35708,23.2,407,6848,5,727.52,31.1,21700.350000000002
140,Arkansas,Hot Spring County,5059,32923,6.3,23.3,15.7,48.9,85.6,1.7,2.8,84.1,86.6,0.8,2.2,81.3,12.5,3567,26.8,14332,76.0,4.4,77400.0,11942,2.64,18248,37150,12.3,523,5810,2,615.2,53.5,31526.88
141,Arkansas,Howard County,5061,13789,7.4,26.3,15.3,51.7,71.8,1.3,9.8,67.4,86.0,5.8,9.3,78.1,12.4,934,18.5,6238,69.6,8.2,71800.0,5158,2.64,18216,34554,22.0,284,6121,13,588.55,23.4,13617.12
142,Arkansas,Independence County,5063,36647,6.7,24.0,15.6,51.0,91.9,1.5,5.8,89.8,81.5,4.0,4.8,82.4,14.7,3235,20.9,16187,72.8,7.3,82400.0,14799,2.37,19912,34625,19.3,779,14594,17,763.95,48.0,35073.630000000005
143,Arkansas,Izard County,5065,13696,4.7,19.2,23.6,48.5,95.8,1.3,1.5,95.0,85.6,1.8,2.0,81.6,12.3,1650,24.0,7232,79.7,4.5,76900.0,5762,2.26,17737,31673,18.7,215,1941,2,580.58,23.6,13022.119999999999
144,Arkansas,Jackson County,5067,17997,5.6,20.7,15.9,50.4,79.8,1.5,2.4,78.8,77.3,0.9,1.6,72.3,7.0,1495,18.6,7601,69.8,15.0,60100.0,6391,2.48,14874,27615,25.9,335,3602,6,633.94,28.4,15849.68
145,Arkansas,Jefferson County,5069,77435,6.4,23.8,13.2,50.8,42.0,1.2,1.6,41.4,81.5,1.5,3.2,81.6,16.5,6392,21.3,33006,64.4,14.8,76200.0,28048,2.63,18681,35998,22.6,1479,24421,124,870.75,88.9,73766.23999999999
146,Arkansas,Johnson County,5071,25540,7.0,24.8,14.7,50.4,87.2,1.9,12.1,83.5,86.6,6.7,12.9,76.4,14.8,1801,19.5,11311,68.8,11.3,83400.0,9350,2.65,16937,30592,19.4,380,7454,10,659.8,38.7,24777.5
147,Arkansas,Lafayette County,5073,7645,5.9,23.2,19.4,51.7,60.7,0.8,1.7,59.9,88.8,0.5,1.0,77.9,13.3,672,23.0,4353,79.2,5.4,49600.0,2775,2.77,17699,27515,19.9,112,815,0,528.27,14.5,7686.75
148,Arkansas,Lawrence County,5075,17415,5.8,22.9,18.1,51.4,97.3,1.2,0.9,96.7,85.4,0.4,0.7,74.8,9.2,1402,25.9,8000,67.2,8.1,57600.0,6768,2.41,15168,30288,24.5,307,2729,9,587.61,29.6,16310.880000000001
149,Arkansas,Lee County,5077,10424,5.7,20.7,15.4,44.3,42.0,1.2,1.6,41.4,83.4,1.4,2.8,69.3,8.5,568,18.7,4356,66.3,13.9,54200.0,3516,2.62,13103,30494,28.8,136,904,27,602.62,17.3,9211.92
150,Arkansas,Lincoln County,5079,14134,5.0,19.4,12.4,39.9,66.6,1.0,3.2,65.8,84.1,1.1,2.9,73.2,8.6,1109,24.1,4860,69.3,8.4,71900.0,4057,2.92,15024,35737,25.8,157,1542,2,561.52,25.2,11846.44
151,Arkansas,Little River County,5081,13171,6.0,23.8,17.1,51.4,75.5,2.0,2.7,74.6,84.5,0.3,1.0,81.2,11.9,1044,24.7,6460,71.2,9.4,73100.0,5405,2.37,18808,33416,18.5,172,2977,3,532.25,24.7,12809.85
152,Arkansas,Logan County,5083,22353,6.0,24.6,17.2,49.9,93.2,1.8,2.3,92.2,85.8,1.2,2.8,76.7,11.7,2217,27.5,10108,79.1,4.0,78200.0,8323,2.71,19121,37551,14.3,405,3925,14,708.13,31.6,22555.329999999998
153,Arkansas,Lonoke County,5085,68356,7.0,27.5,11.2,50.8,89.8,1.8,3.3,87.9,82.0,1.7,2.6,85.8,16.6,6752,26.1,27239,74.4,8.6,117900.0,24136,2.7,22473,50757,12.6,1013,10364,312,770.73,88.7,65167.200000000004
154,Arkansas,Madison County,5087,15717,6.2,24.2,15.6,49.9,93.6,1.7,4.8,91.9,88.1,2.2,4.5,75.8,13.4,1279,28.8,7481,75.3,3.6,97700.0,5762,2.67,18611,36502,18.8,193,1829,20,834.26,18.8,15384.539999999999
155,Arkansas,Marion County,5089,16653,4.6,17.9,23.8,50.2,97.0,1.6,1.7,95.9,88.6,2.0,1.7,85.1,14.8,2371,21.6,9354,81.6,4.7,91600.0,7239,2.31,19532,34109,15.5,229,2760,11,597.01,27.9,16722.09
156,Arkansas,Miller County,5091,43462,7.2,24.3,13.8,50.8,71.6,1.7,2.4,70.6,80.1,1.7,3.5,83.0,12.7,3471,19.4,19281,66.3,18.7,86400.0,16577,2.53,19654,40307,18.1,710,10668,45,625.58,69.5,41939.81
157,Arkansas,Mississippi County,5093,46480,7.6,28.2,12.2,51.6,61.6,1.5,3.6,60.5,81.6,2.2,4.0,75.6,11.0,3428,18.1,20459,59.9,16.8,68700.0,17202,2.69,17736,33407,25.5,875,14751,35,900.57,51.6,46273.38
158,Arkansas,Monroe County,5095,8149,6.0,22.6,18.9,52.2,56.3,1.2,1.6,55.8,88.2,1.2,2.1,68.6,12.3,719,20.3,4455,61.4,16.1,55600.0,3453,2.42,17084,29964,22.5,195,1677,1,607.12,13.4,8356.26
159,Arkansas,Montgomery County,5097,9487,5.3,21.1,22.4,50.1,94.4,2.0,3.8,92.8,85.5,1.1,2.7,82.2,10.1,1128,27.2,5763,82.8,2.5,75300.0,3753,2.5,20010,35705,19.8,150,973,0,779.88,12.2,9382.5
160,Arkansas,Nevada County,5099,8997,6.6,23.7,17.7,51.0,65.9,1.4,2.4,65.1,84.7,0.4,1.0,78.3,10.7,758,23.8,4563,71.3,5.9,62300.0,3782,2.38,21020,38375,20.0,134,1842,1,617.84,14.6,9001.16
161,Arkansas,Newton County,5101,8330,5.2,20.8,20.4,49.5,96.1,2.2,1.7,94.8,88.7,0.9,1.8,78.0,12.2,911,34.5,4664,79.7,4.0,77700.0,3555,2.36,15904,27441,22.5,87,592,1,820.9,10.1,8389.8
162,Arkansas,Ouachita County,5103,26120,6.9,23.5,17.0,52.6,57.0,1.6,1.6,56.3,86.1,0.8,1.2,81.8,13.2,2447,20.2,13121,69.8,10.5,61900.0,10714,2.41,18244,31259,19.9,553,8082,6,732.78,35.6,25820.74
163,Arkansas,Perry County,5105,10445,5.8,23.0,16.7,50.4,95.2,1.6,2.4,93.6,87.1,0.6,0.7,81.6,10.5,1111,31.9,4907,81.7,2.3,80200.0,3952,2.6,19844,43635,15.1,110,866,4,551.4,18.9,10275.2
164,Arkansas,Phillips County,5107,21757,7.6,28.1,15.0,53.4,35.0,0.9,1.3,34.6,81.6,0.3,1.0,70.9,12.1,1663,18.5,10126,54.7,15.7,60200.0,8325,2.64,15244,27361,32.4,453,4494,2,695.66,31.3,21978.0
165,Arkansas,Pike County,5109,11291,6.5,24.7,17.4,50.4,90.0,1.6,6.4,88.2,87.0,2.6,4.1,77.2,12.4,882,26.8,5580,74.8,6.1,79400.0,4137,2.72,18122,32806,20.7,188,1848,0,600.62,18.8,11252.640000000001
166,Arkansas,Poinsett County,5111,24583,6.5,24.2,15.9,51.4,89.9,1.3,2.2,89.0,80.3,0.8,2.7,72.8,8.8,2055,22.2,10923,66.4,11.5,64900.0,9545,2.55,16625,32267,25.8,363,3473,21,758.39,32.4,24339.75
167,Arkansas,Polk County,5113,20662,6.1,23.8,19.5,50.8,92.7,2.3,5.8,89.8,86.4,2.8,5.0,80.4,10.0,2388,20.0,10002,77.4,3.7,79300.0,8156,2.48,16913,32525,20.4,505,5271,37,857.68,24.1,20226.88
168,Arkansas,Pope County,5115,61754,6.7,23.1,13.1,50.4,89.5,2.2,6.7,86.9,82.2,3.2,6.7,81.9,20.1,4968,19.1,25551,69.7,14.1,99500.0,22535,2.59,19693,39841,18.2,1509,22228,133,812.55,76.0,58365.649999999994
169,Arkansas,Prairie County,5117,8715,5.2,21.5,19.7,50.5,86.4,0.9,0.9,85.7,88.0,0.1,1.0,78.0,11.5,739,22.9,4503,72.6,5.8,74200.0,3563,2.45,18134,35346,15.2,167,1044,3,647.96,13.4,8729.35
170,Arkansas,Pulaski County,5119,382748,7.0,24.1,12.0,51.9,57.5,2.1,5.8,55.3,79.6,5.3,7.7,88.2,30.7,33031,19.2,175555,60.4,24.9,134300.0,155160,2.38,27158,45121,16.4,12162,209751,1283,759.76,503.8,369280.8
171,Arkansas,Randolph County,5121,17969,6.1,23.2,18.7,51.0,96.5,1.4,1.6,95.9,87.9,1.4,1.6,77.8,11.1,1695,27.4,8513,76.6,6.8,68500.0,7255,2.45,18751,30222,19.7,324,3445,6,652.19,27.6,17774.75
172,Arkansas,St. Francis County,5123,28258,6.7,23.6,12.2,45.5,44.2,1.5,4.1,42.4,86.7,1.9,4.2,73.3,10.5,2160,19.8,10903,58.7,15.2,66100.0,9086,2.69,13693,27019,29.6,486,5665,0,634.77,44.5,24441.34
173,Arkansas,Saline County,5125,107118,6.6,24.4,14.8,50.6,90.5,1.4,3.8,89.0,84.9,2.3,3.7,87.6,22.6,10734,24.8,44811,77.7,7.8,130100.0,39103,2.55,24584,51502,9.9,1801,18212,851,723.6,148.0,99712.65
174,Arkansas,Scott County,5127,11233,6.5,25.7,17.0,49.6,88.0,2.5,7.0,85.3,85.1,4.7,8.2,73.7,9.0,1154,23.2,5193,75.1,6.4,69500.0,4341,2.55,17668,36417,23.9,159,2103,2,892.32,12.6,11069.55
175,Arkansas,Searcy County,5129,8195,5.0,20.4,21.3,50.2,96.0,2.2,1.5,95.2,89.2,1.0,2.3,72.7,9.2,968,25.8,4900,75.0,4.7,69500.0,3457,2.29,15298,28811,22.7,120,957,0,666.1,12.3,7916.53
176,Arkansas,Sebastian County,5131,125744,7.2,25.4,13.1,51.0,76.6,3.6,12.3,72.8,82.2,9.0,12.8,81.0,17.9,10118,17.5,54651,63.4,22.3,108000.0,48572,2.52,22284,39482,18.0,3524,64151,462,531.91,236.4,122401.44
177,Arkansas,Sevier County,5133,17058,8.9,29.5,12.6,50.4,70.0,3.1,30.6,61.1,79.9,16.9,26.7,68.8,9.3,1240,19.0,6887,74.2,6.1,73100.0,5849,2.83,15590,34383,22.9,267,5173,4,565.13,30.2,16552.670000000002
178,Arkansas,Sharp County,5135,17264,5.4,21.5,23.9,50.6,96.0,1.7,1.7,95.0,86.1,0.6,2.2,80.4,12.5,2281,27.2,9822,80.8,3.6,78000.0,7189,2.37,16570,31135,21.5,328,2620,3,604.44,28.6,17037.93
179,Arkansas,Stone County,5137,12394,5.6,20.6,22.8,50.6,96.8,1.6,1.3,96.1,84.8,0.7,1.3,75.8,10.4,1390,19.1,6712,80.4,1.4,89000.0,4966,2.46,16090,30380,23.4,242,2215,9,606.41,20.4,12216.36
180,Arkansas,Union County,5139,41639,6.6,24.2,15.6,51.3,63.1,1.3,3.5,61.8,87.1,2.1,3.9,81.3,16.1,3312,17.6,19653,71.2,8.8,71200.0,16787,2.46,20447,36464,21.4,1175,18819,3,1039.21,40.1,41296.02
181,Arkansas,Van Buren County,5141,17295,5.1,20.5,22.7,50.1,96.0,2.0,2.7,94.1,85.7,1.2,1.5,81.0,13.2,1950,29.2,10345,78.5,9.9,79200.0,7065,2.43,17999,31960,22.5,353,3493,7,708.14,24.4,17167.95
182,Arkansas,Washington County,5143,203065,7.5,25.4,9.7,50.0,79.9,2.8,15.5,74.1,74.6,10.9,17.0,81.7,27.4,13321,20.3,87808,56.3,30.1,154900.0,75564,2.52,22421,42303,17.9,4845,79069,417,941.97,215.6,190421.28
183,Arkansas,White County,5145,77076,6.6,23.9,14.1,51.0,91.4,1.8,3.7,89.6,79.7,2.3,3.5,81.8,17.3,6589,22.0,32488,69.0,13.8,92700.0,29049,2.44,20900,39178,15.7,1521,22485,151,1035.08,74.5,70879.56
184,Arkansas,Woodruff County,5147,7260,6.0,23.0,17.8,52.5,69.9,1.4,1.2,69.4,87.3,0.6,0.2,73.1,9.0,522,16.5,3893,61.5,12.9,55100.0,3323,2.26,18344,27186,22.9,137,1240,4,586.79,12.4,7509.98
185,Arkansas,Yell County,5149,22185,7.2,26.3,15.4,50.1,86.7,1.7,19.1,76.7,82.7,13.1,17.7,70.2,10.3,1753,22.5,9752,70.1,7.3,75300.0,7912,2.74,16345,36606,17.7,322,4401,1,929.98,23.9,21678.88
186,California,Alameda County,6001,1510271,6.5,22.6,11.1,51.0,43.0,6.0,22.5,34.1,83.7,30.8,42.6,85.9,40.3,70376,27.9,582549,55.1,38.0,590900.0,532026,2.72,33961,69384,11.4,36360,581130,1727,739.02,2043.6,1447110.7200000002
187,California,Alpine County,6003,1175,6.0,21.8,14.1,48.4,75.0,2.4,7.1,72.5,87.8,5.0,12.5,92.1,29.7,71,23.1,1760,73.4,38.4,453600.0,410,2.87,32159,63478,13.1,43,756,4,738.33,1.6,1176.7
188,California,Amador County,6005,38091,3.8,16.8,20.6,45.5,87.0,3.6,12.5,79.6,84.5,6.1,8.4,87.4,19.0,5453,28.9,18032,77.3,7.5,341400.0,14715,2.31,26329,54758,8.0,811,8378,29,594.58,64.1,33991.65
189,California,Butte County,6007,220000,5.6,21.0,15.4,50.5,81.9,4.7,14.1,75.2,77.9,7.9,14.6,85.7,24.1,21099,20.8,95835,61.2,19.7,265400.0,85465,2.5,23404,43170,18.4,4794,55308,512,1636.46,134.4,213662.5
190,California,Calaveras County,6009,45578,4.4,19.6,21.0,49.9,88.9,3.9,10.3,83.5,90.8,4.1,6.5,90.7,19.6,5691,37.2,27925,78.8,3.7,350800.0,18794,2.44,28408,54971,8.3,936,5819,45,1020.01,44.7,45857.36
191,California,Colusa County,6011,21419,8.6,29.9,11.6,48.6,64.7,3.6,55.1,39.8,82.6,25.3,45.7,70.5,11.7,1118,22.4,7883,64.4,14.3,275400.0,6972,2.91,21317,48016,15.0,370,4133,19,1150.73,18.6,20288.52
192,California,Contra Costa County,6013,1049025,6.4,24.8,12.4,51.2,58.6,5.9,24.4,47.8,85.1,23.6,32.4,88.4,38.2,63557,32.0,400263,69.5,23.8,548200.0,368087,2.75,37818,78385,9.0,22138,304803,1676,715.94,1465.2,1012239.25
193,California,Del Norte County,6015,28610,6.0,21.5,13.5,44.4,73.7,4.5,17.8,64.7,80.1,7.3,16.7,81.3,14.3,3154,14.9,11186,60.9,14.6,240900.0,9906,2.56,18974,36118,22.0,464,4401,29,1006.37,28.4,25359.36
194,California,El Dorado County,6017,181058,5.3,22.7,14.6,50.0,86.6,3.8,12.1,79.9,86.7,7.9,11.8,92.7,31.1,17652,29.4,88159,76.5,12.1,445700.0,68394,2.6,34393,70000,7.9,4382,42602,120,1707.88,106.0,177824.4
195,California,Fresno County,6019,930450,8.5,29.8,10.0,50.0,55.4,4.5,50.3,32.7,83.7,21.7,42.6,73.1,19.7,45640,21.5,315531,55.0,25.8,257000.0,283836,3.14,20329,46430,22.5,15971,233208,2248,5957.99,156.2,891245.04
196,California,Glenn County,6021,28122,7.7,28.0,13.3,49.5,71.1,3.6,37.5,55.9,89.4,15.7,32.6,73.9,16.2,1979,20.5,10778,67.5,11.4,244200.0,9660,2.89,19987,43074,17.5,482,4540,45,1313.95,21.4,27917.4
197,California,Humboldt County,6023,134623,5.7,20.1,13.2,49.8,81.7,5.3,9.8,77.2,82.8,5.4,9.2,90.4,26.3,10988,17.9,61559,57.6,18.9,324700.0,54276,2.38,24025,40089,17.7,3406,33603,191,3567.99,37.7,129176.87999999999
198,California,Imperial County,6025,174528,7.8,29.3,10.4,48.6,58.8,4.4,80.4,13.7,84.4,31.9,73.0,62.3,12.2,6579,19.2,56067,56.6,21.4,192600.0,47304,3.34,16395,38685,21.4,2441,30887,102,4176.6,41.8,157995.36
199,California,Inyo County,6027,18546,5.8,21.0,19.1,49.6,74.1,3.5,19.4,66.3,86.5,10.2,15.8,88.6,20.9,1823,17.2,9478,64.0,13.1,290000.0,7982,2.31,26762,44808,11.9,548,5193,8,10180.88,1.8,18438.420000000002
200,California,Kern County,6029,839631,8.7,30.3,9.0,48.4,59.5,4.5,49.2,38.6,79.4,20.5,41.0,71.1,14.7,47365,23.2,284367,61.4,18.1,217100.0,248057,3.14,20100,47089,20.6,12111,179606,1656,8131.92,103.3,778898.98
201,California,Kings County,6031,152982,8.4,27.8,7.9,43.6,54.3,4.9,50.9,35.2,80.5,21.5,42.6,69.9,11.8,12330,20.9,43867,56.0,18.5,220400.0,40606,3.3,17875,48684,19.3,1638,23220,265,1389.42,110.1,133999.8
202,California,Lake County,6033,64665,5.6,21.1,17.7,49.8,80.5,4.7,17.1,74.1,85.1,8.9,13.2,86.3,16.4,7010,27.8,35492,67.1,7.8,265400.0,25180,2.53,21531,39491,19.1,1092,9280,46,1256.46,51.5,63705.399999999994
203,California,Lassen County,6035,34895,4.7,18.0,10.0,35.8,73.2,3.5,17.5,66.7,70.9,7.2,16.9,79.8,12.4,3390,17.9,12710,63.7,9.7,217300.0,10276,2.38,19756,50317,14.2,451,3610,13,4541.18,7.7,24456.879999999997
204,California,Los Angeles County,6037,9818605,6.6,24.5,10.9,50.7,50.3,4.5,47.7,27.8,86.8,35.6,56.4,75.9,29.0,368128,29.0,3445076,48.2,41.8,508800.0,3217889,2.97,27344,55476,15.7,245523,3703233,7260,4057.88,2419.6,9557130.33
